#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         LWS>Living With a Star
#     SOURCE_NAME                     PSP>Parker Solar Probe
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     DATA_TYPE                       L3i>Solar Wind Ion velocity moments and fits
#     DESCRIPTOR                      SWP_SPC>Solar Wind Electrons Alphas and Protons / Solar Probe Cup
#     FILE_NAMING_CONVENTION          source_descriptor_datatype_yyyyMMdd
#     DATA_VERSION                    01
#     PI_NAME                         Justin C. Kasper
#     PI_AFFILIATION                  University of Michigan
#     TEXT                            This file includes the densities, vector velocities, and scalar (radial component)                     
#     TEXT                             temperatures of the solar wind protons measured by the Solar Probe Cup (SPC).                         
#     TEXT                             These are determined both by a direct computation of the velocity moments of                          
#     TEXT                             the reduced distribution function and by attempting to fit the primary peak                           
#                                      in the ion I(V) curve with a Maxwellian model.                                                        
#                                     When such fitting is successful, the data set also includes Maxwellian model                           
#                                      fits to the alpha-particle (He++) and tertiary (usually proton beam or shoulder)                      
#                                      populations.                                                                                          
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     LOGICAL_SOURCE                  psp_swp_spc_l3i
#     LOGICAL_FILE_ID                 psp_swp_spc_l3i_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Parker Solar Probe/SWEAP/SPC level 3 ion data
#     TIME_RESOLUTION                 variable
#     RULES_OF_USE                    NASA open data policy applies. Consultation with the instrument team is strongly                       
#                                      recommended.                                                                                          
#     GENERATED_BY                    Michael L. Stevens (mstevens@cfa.harvard.edu)
#     GENERATION_DATE                 Thu Jan 20 14:38:22 2022
#     ACKNOWLEDGEMENT                 This project acknowledges the Parker Solar Probe SWEAP instrument team and the                         
#                                      SWEAP science data center for providing these solar wind plasma measurements.                         
#     MODS                            2018-12-04: CDF skeleton created (MLS)
#                                     2019-01-20: expanded data quality flags, variable notes
#                                     2019-01-28: modified to include RTN reference frame
#                                     2019-07-23: minor modifications for spdf compliance
#                                     2019-08-20: minor modifications for spdf compliance
#                                     2019-10-01: corrections to axis label fields, expanded var_notes
#                                     2019-11-04: contracted calibration file variables to global attribute
#                                     2019-10-31: inclusion of standalone general_flag variable
#     LINK_TITLE                      Space Science Reviews
#                                     Data Link
#     LINK_TEXT                       SWEAP instrument paper at
#                                     Smithsonian Astrophysical Observatory SWEAP
#     HTTP_LINK                       https://link.springer.com/article/10.1007/s11214-015-0206-3
#                                     http://sweap.cfa.harvard.edu/Data.html
#                                     spase://NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level3/SolarWindMomentsFits/PT0.2185S            
#     CALIBRATIONS_USED               psp_swp_spc_calfiles_spc_uvphithetalookup_20190819
#                                     psp_swp_spc_calfiles_sensorgainoffsets_20190618_v02
#                                     psp_swp_spc_calfiles_sensorcrosstalk_20190210_v00
#                                     psp_swp_spc_calfiles_raytracesim_20181219_v00
#                                     psp_swp_spc_calfiles_dVthermalcorrection_20181217_v00
#                                     psp_swp_spc_calfiles_mvind2volt_20180801
#                                     psp_swp_spc_calfiles_effectiveAreaTable_v00
#     CDAWEB_PARENTS                  psp_swp_spc_l3i_00000000_v01
#                                     psp_swp_spc_l3i_20181120_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. CDF TT2000 time [ns]
#       NOTES:  Spacecraft ephemeris time, expressed as the number of nanoseconds since J2000 (2000-01-01T12:00:00.000000000) with leap seconds included.    Please refer to CDF TT2000 documentation with regards to this convention.  This time corresponds to the first measurement of the spectrum. Owing to frequent changes in the operating mode, this is usually NOT regular cadence.
#  2. PSP Spacecraft position in the Heliocentric Inertial system, in km
#       NOTES:  Also called Ecliptic J2000. Z is the solar north rotational axis, and X is the solar ascending node on the J2000 ecliptic.
#
EPOCH                               X_HCI                Y_HCI                Z_HCI
2018 27937160.608377         -6.37708E+07         -1.26029E+07          1.81125E+06
2018 27937188.570417         -6.37715E+07         -1.26041E+07          1.81135E+06
2018 27937216.532496         -6.37722E+07         -1.26052E+07          1.81144E+06
2018 27937244.494556         -6.37730E+07         -1.26064E+07          1.81153E+06
2018 27937272.456616         -6.37737E+07         -1.26076E+07          1.81162E+06
2018 27937300.418675         -6.37744E+07         -1.26088E+07          1.81172E+06
2018 27937328.380735         -6.37752E+07         -1.26100E+07          1.81181E+06
2018 27937356.342795         -6.37759E+07         -1.26111E+07          1.81190E+06
2018 27937384.304854         -6.37766E+07         -1.26123E+07          1.81200E+06
2018 27937412.266934         -6.37774E+07         -1.26135E+07          1.81209E+06
2018 27937440.228973         -6.37781E+07         -1.26147E+07          1.81218E+06
2018 27937468.191053         -6.37788E+07         -1.26159E+07          1.81228E+06
2018 27937496.153113         -6.37796E+07         -1.26170E+07          1.81237E+06
2018 27937524.115152         -6.37803E+07         -1.26182E+07          1.81246E+06
2018 27937552.077232         -6.37810E+07         -1.26194E+07          1.81256E+06
2018 27937580.039292         -6.37818E+07         -1.26206E+07          1.81265E+06
2018 27937608.001351         -6.37825E+07         -1.26217E+07          1.81274E+06
2018 27937635.963411         -6.37832E+07         -1.26229E+07          1.81283E+06
2018 27937663.925470         -6.37839E+07         -1.26241E+07          1.81293E+06
2018 27937691.887550         -6.37847E+07         -1.26253E+07          1.81302E+06
2018 27937719.849590         -6.37854E+07         -1.26265E+07          1.81311E+06
2018 27937747.811669         -6.37861E+07         -1.26276E+07          1.81321E+06
2018 27937775.773709         -6.37869E+07         -1.26288E+07          1.81330E+06
2018 27937803.735768         -6.37876E+07         -1.26300E+07          1.81339E+06
2018 27937831.697848         -6.37883E+07         -1.26312E+07          1.81349E+06
2018 27937859.659888         -6.37891E+07         -1.26324E+07          1.81358E+06
2018 27937887.621947         -6.37898E+07         -1.26335E+07          1.81367E+06
2018 27937915.584027         -6.37905E+07         -1.26347E+07          1.81376E+06
2018 27937943.546086         -6.37913E+07         -1.26359E+07          1.81386E+06
2018 27937971.508146         -6.37920E+07         -1.26371E+07          1.81395E+06
2018 27937999.470206         -6.37927E+07         -1.26383E+07          1.81404E+06
2018 27938027.432285         -6.37934E+07         -1.26394E+07          1.81414E+06
2018 27938055.394325         -6.37942E+07         -1.26406E+07          1.81423E+06
2018 27938083.356385         -6.37949E+07         -1.26418E+07          1.81432E+06
2018 27938111.318464         -6.37956E+07         -1.26430E+07          1.81442E+06
2018 27938139.280504         -6.37964E+07         -1.26442E+07          1.81451E+06
2018 27938167.242583         -6.37971E+07         -1.26453E+07          1.81460E+06
2018 27938195.204643         -6.37978E+07         -1.26465E+07          1.81469E+06
2018 27938223.166703         -6.37986E+07         -1.26477E+07          1.81479E+06
2018 27938251.128762         -6.37993E+07         -1.26489E+07          1.81488E+06
2018 27938279.090822         -6.38000E+07         -1.26500E+07          1.81497E+06
2018 27938307.052881         -6.38008E+07         -1.26512E+07          1.81507E+06
2018 27938335.014941         -6.38015E+07         -1.26524E+07          1.81516E+06
2018 27938362.977021         -6.38022E+07         -1.26536E+07          1.81525E+06
2018 27938390.939060         -6.38029E+07         -1.26548E+07          1.81535E+06
2018 27938418.901120         -6.38037E+07         -1.26559E+07          1.81544E+06
2018 27938446.863200         -6.38044E+07         -1.26571E+07          1.81553E+06
2018 27938474.825239         -6.38051E+07         -1.26583E+07          1.81562E+06
2018 27938502.787319         -6.38059E+07         -1.26595E+07          1.81572E+06
2018 27938530.749358         -6.38066E+07         -1.26607E+07          1.81581E+06
2018 27938558.711438         -6.38073E+07         -1.26618E+07          1.81590E+06
2018 27938586.673498         -6.38081E+07         -1.26630E+07          1.81600E+06
2018 27938614.635537         -6.38088E+07         -1.26642E+07          1.81609E+06
2018 27938642.597617         -6.38095E+07         -1.26654E+07          1.81618E+06
2018 27938670.559676         -6.38103E+07         -1.26666E+07          1.81628E+06
2018 27938698.521736         -6.38110E+07         -1.26677E+07          1.81637E+06
2018 27938726.483796         -6.38117E+07         -1.26689E+07          1.81646E+06
2018 27938754.445855         -6.38124E+07         -1.26701E+07          1.81655E+06
2018 27938782.407915         -6.38132E+07         -1.26713E+07          1.81665E+06
2018 27938810.369975         -6.38139E+07         -1.26725E+07          1.81674E+06
2018 27938838.332054         -6.38146E+07         -1.26736E+07          1.81683E+06
2018 27938866.294094         -6.38154E+07         -1.26748E+07          1.81693E+06
2018 27938894.256173         -6.38161E+07         -1.26760E+07          1.81702E+06
2018 27938922.218233         -6.38168E+07         -1.26772E+07          1.81711E+06
2018 27938950.180272         -6.38176E+07         -1.26783E+07          1.81720E+06
2018 27938978.142352         -6.38183E+07         -1.26795E+07          1.81730E+06
2018 27939006.104412         -6.38190E+07         -1.26807E+07          1.81739E+06
2018 27939034.066471         -6.38197E+07         -1.26819E+07          1.81748E+06
2018 27939062.028531         -6.38205E+07         -1.26831E+07          1.81758E+06
2018 27939089.990591         -6.38212E+07         -1.26842E+07          1.81767E+06
2018 27939117.952650         -6.38219E+07         -1.26854E+07          1.81776E+06
2018 27939145.914710         -6.38227E+07         -1.26866E+07          1.81786E+06
2018 27939173.876789         -6.38234E+07         -1.26878E+07          1.81795E+06
2018 27939201.838829         -6.38241E+07         -1.26890E+07          1.81804E+06
2018 27939229.800889         -6.38249E+07         -1.26901E+07          1.81813E+06
2018 27939257.762948         -6.38256E+07         -1.26913E+07          1.81823E+06
2018 27939285.725008         -6.38263E+07         -1.26925E+07          1.81832E+06
2018 27939313.687088         -6.38270E+07         -1.26937E+07          1.81841E+06
2018 27939341.649127         -6.38278E+07         -1.26949E+07          1.81851E+06
2018 27939369.611207         -6.38285E+07         -1.26960E+07          1.81860E+06
2018 27939397.573266         -6.38292E+07         -1.26972E+07          1.81869E+06
2018 27939425.535306         -6.38300E+07         -1.26984E+07          1.81879E+06
2018 27939453.497385         -6.38307E+07         -1.26996E+07          1.81888E+06
2018 27939481.459445         -6.38314E+07         -1.27007E+07          1.81897E+06
2018 27939509.421505         -6.38321E+07         -1.27019E+07          1.81906E+06
2018 27939537.383564         -6.38329E+07         -1.27031E+07          1.81916E+06
2018 27939565.345624         -6.38336E+07         -1.27043E+07          1.81925E+06
2018 27939593.307684         -6.38343E+07         -1.27055E+07          1.81934E+06
2018 27939621.269743         -6.38351E+07         -1.27066E+07          1.81944E+06
2018 27939649.231823         -6.38358E+07         -1.27078E+07          1.81953E+06
2018 27939677.193863         -6.38365E+07         -1.27090E+07          1.81962E+06
2018 27939705.155942         -6.38373E+07         -1.27102E+07          1.81972E+06
2018 27939733.118002         -6.38380E+07         -1.27114E+07          1.81981E+06
2018 27939761.080041         -6.38387E+07         -1.27125E+07          1.81990E+06
2018 27939789.042121         -6.38394E+07         -1.27137E+07          1.81999E+06
2018 27939817.004180         -6.38402E+07         -1.27149E+07          1.82009E+06
2018 27939844.966240         -6.38409E+07         -1.27161E+07          1.82018E+06
2018 27939872.928300         -6.38416E+07         -1.27173E+07          1.82027E+06
2018 27939900.890359         -6.38424E+07         -1.27184E+07          1.82037E+06
2018 27939928.852419         -6.38431E+07         -1.27196E+07          1.82046E+06
2018 27939956.814478         -6.38438E+07         -1.27208E+07          1.82055E+06
2018 27939984.776538         -6.38445E+07         -1.27220E+07          1.82064E+06
2018 27940012.738598         -6.38453E+07         -1.27231E+07          1.82074E+06
2018 27940040.700657         -6.38460E+07         -1.27243E+07          1.82083E+06
2018 27940068.662717         -6.38467E+07         -1.27255E+07          1.82092E+06
2018 27940096.624777         -6.38475E+07         -1.27267E+07          1.82102E+06
2018 27940124.586856         -6.38482E+07         -1.27279E+07          1.82111E+06
2018 27940152.548896         -6.38489E+07         -1.27290E+07          1.82120E+06
2018 27940180.510976         -6.38497E+07         -1.27302E+07          1.82130E+06
2018 27940208.473015         -6.38504E+07         -1.27314E+07          1.82139E+06
2018 27940236.435095         -6.38511E+07         -1.27326E+07          1.82148E+06
2018 27940264.397154         -6.38518E+07         -1.27338E+07          1.82157E+06
2018 27940292.359194         -6.38526E+07         -1.27349E+07          1.82167E+06
2018 27940320.321274         -6.38533E+07         -1.27361E+07          1.82176E+06
2018 27940348.283333         -6.38540E+07         -1.27373E+07          1.82185E+06
2018 27940376.245393         -6.38548E+07         -1.27385E+07          1.82195E+06
2018 27940404.207452         -6.38555E+07         -1.27397E+07          1.82204E+06
2018 27940432.169512         -6.38562E+07         -1.27408E+07          1.82213E+06
2018 27940460.131572         -6.38569E+07         -1.27420E+07          1.82222E+06
2018 27940488.093631         -6.38577E+07         -1.27432E+07          1.82232E+06
2018 27940516.055711         -6.38584E+07         -1.27444E+07          1.82241E+06
2018 27940544.017751         -6.38591E+07         -1.27455E+07          1.82250E+06
2018 27940571.979810         -6.38599E+07         -1.27467E+07          1.82260E+06
2018 27940599.941890         -6.38606E+07         -1.27479E+07          1.82269E+06
2018 27940627.903929         -6.38613E+07         -1.27491E+07          1.82278E+06
2018 27940655.866009         -6.38620E+07         -1.27503E+07          1.82288E+06
2018 27940683.828049         -6.38628E+07         -1.27514E+07          1.82297E+06
2018 27940711.790128         -6.38635E+07         -1.27526E+07          1.82306E+06
2018 27940739.752188         -6.38642E+07         -1.27538E+07          1.82315E+06
2018 27940767.714247         -6.38650E+07         -1.27550E+07          1.82325E+06
2018 27940795.676307         -6.38657E+07         -1.27562E+07          1.82334E+06
2018 27940823.638367         -6.38664E+07         -1.27573E+07          1.82343E+06
2018 27940851.600426         -6.38671E+07         -1.27585E+07          1.82353E+06
2018 27940879.562486         -6.38679E+07         -1.27597E+07          1.82362E+06
2018 27940907.524545         -6.38686E+07         -1.27609E+07          1.82371E+06
2018 27940935.486605         -6.38693E+07         -1.27620E+07          1.82380E+06
2018 27940963.448665         -6.38701E+07         -1.27632E+07          1.82390E+06
2018 27940991.410724         -6.38708E+07         -1.27644E+07          1.82399E+06
2018 27941019.372784         -6.38715E+07         -1.27656E+07          1.82408E+06
2018 27941047.334844         -6.38722E+07         -1.27668E+07          1.82418E+06
2018 27941075.296903         -6.38730E+07         -1.27679E+07          1.82427E+06
2018 27941103.258963         -6.38737E+07         -1.27691E+07          1.82436E+06
2018 27941131.221042         -6.38744E+07         -1.27703E+07          1.82445E+06
2018 27941159.183082         -6.38752E+07         -1.27715E+07          1.82455E+06
2018 27941187.145162         -6.38759E+07         -1.27727E+07          1.82464E+06
2018 27941215.107221         -6.38766E+07         -1.27738E+07          1.82473E+06
2018 27941243.069281         -6.38773E+07         -1.27750E+07          1.82483E+06
2018 27941271.031340         -6.38781E+07         -1.27762E+07          1.82492E+06
2018 27941298.993380         -6.38788E+07         -1.27774E+07          1.82501E+06
2018 27941326.955460         -6.38795E+07         -1.27786E+07          1.82511E+06
2018 27941354.917519         -6.38802E+07         -1.27797E+07          1.82520E+06
2018 27941382.879579         -6.38810E+07         -1.27809E+07          1.82529E+06
2018 27941410.841638         -6.38817E+07         -1.27821E+07          1.82538E+06
2018 27941438.803698         -6.38824E+07         -1.27833E+07          1.82548E+06
2018 27941466.765758         -6.38832E+07         -1.27844E+07          1.82557E+06
2018 27941494.727817         -6.38839E+07         -1.27856E+07          1.82566E+06
2018 27941522.689877         -6.38846E+07         -1.27868E+07          1.82576E+06
2018 27941550.651937         -6.38853E+07         -1.27880E+07          1.82585E+06
2018 27941578.614016         -6.38861E+07         -1.27892E+07          1.82594E+06
2018 27941606.576056         -6.38868E+07         -1.27903E+07          1.82603E+06
2018 27941634.538115         -6.38875E+07         -1.27915E+07          1.82613E+06
2018 27941662.500195         -6.38883E+07         -1.27927E+07          1.82622E+06
2018 27941690.462235         -6.38890E+07         -1.27939E+07          1.82631E+06
2018 27941718.424314         -6.38897E+07         -1.27950E+07          1.82641E+06
2018 27941746.386354         -6.38904E+07         -1.27962E+07          1.82650E+06
2018 27941774.348434         -6.38912E+07         -1.27974E+07          1.82659E+06
2018 27941802.310493         -6.38919E+07         -1.27986E+07          1.82668E+06
2018 27941830.272533         -6.38926E+07         -1.27998E+07          1.82678E+06
2018 27941858.234612         -6.38933E+07         -1.28009E+07          1.82687E+06
2018 27941886.196652         -6.38941E+07         -1.28021E+07          1.82696E+06
2018 27941914.158732         -6.38948E+07         -1.28033E+07          1.82706E+06
2018 27941942.120791         -6.38955E+07         -1.28045E+07          1.82715E+06
2018 27941970.082851         -6.38963E+07         -1.28057E+07          1.82724E+06
2018 27941998.044910         -6.38970E+07         -1.28068E+07          1.82734E+06
2018 27942026.006970         -6.38977E+07         -1.28080E+07          1.82743E+06
2018 27942053.969030         -6.38984E+07         -1.28092E+07          1.82752E+06
2018 27942081.931089         -6.38992E+07         -1.28104E+07          1.82761E+06
2018 27942109.893149         -6.38999E+07         -1.28115E+07          1.82771E+06
2018 27942137.855208         -6.39006E+07         -1.28127E+07          1.82780E+06
2018 27942165.817268         -6.39013E+07         -1.28139E+07          1.82789E+06
2018 27942193.779328         -6.39021E+07         -1.28151E+07          1.82799E+06
2018 27942221.741387         -6.39028E+07         -1.28163E+07          1.82808E+06
2018 27942249.703447         -6.39035E+07         -1.28174E+07          1.82817E+06
2018 27942277.665506         -6.39043E+07         -1.28186E+07          1.82826E+06
2018 27942305.627586         -6.39050E+07         -1.28198E+07          1.82836E+06
2018 27942333.589626         -6.39057E+07         -1.28210E+07          1.82845E+06
2018 27942361.551685         -6.39064E+07         -1.28222E+07          1.82854E+06
2018 27942389.513765         -6.39072E+07         -1.28233E+07          1.82864E+06
2018 27942417.475805         -6.39079E+07         -1.28245E+07          1.82873E+06
2018 27942445.437884         -6.39086E+07         -1.28257E+07          1.82882E+06
2018 27942473.399924         -6.39093E+07         -1.28269E+07          1.82891E+06
2018 27942501.362004         -6.39101E+07         -1.28280E+07          1.82901E+06
2018 27942529.324063         -6.39108E+07         -1.28292E+07          1.82910E+06
2018 27942557.286103         -6.39115E+07         -1.28304E+07          1.82919E+06
2018 27942585.248182         -6.39123E+07         -1.28316E+07          1.82929E+06
2018 27942613.210222         -6.39130E+07         -1.28328E+07          1.82938E+06
2018 27942641.172302         -6.39137E+07         -1.28339E+07          1.82947E+06
2018 27942669.134361         -6.39144E+07         -1.28351E+07          1.82956E+06
2018 27942697.096421         -6.39152E+07         -1.28363E+07          1.82966E+06
2018 27942725.058480         -6.39159E+07         -1.28375E+07          1.82975E+06
2018 27942753.020520         -6.39166E+07         -1.28387E+07          1.82984E+06
2018 27942780.982600         -6.39173E+07         -1.28398E+07          1.82994E+06
2018 27942808.944659         -6.39181E+07         -1.28410E+07          1.83003E+06
2018 27942836.906719         -6.39188E+07         -1.28422E+07          1.83012E+06
2018 27942864.868778         -6.39195E+07         -1.28434E+07          1.83021E+06
2018 27942892.830838         -6.39203E+07         -1.28445E+07          1.83031E+06
2018 27942920.792898         -6.39210E+07         -1.28457E+07          1.83040E+06
2018 27942948.754957         -6.39217E+07         -1.28469E+07          1.83049E+06
2018 27942976.717017         -6.39224E+07         -1.28481E+07          1.83059E+06
2018 27943004.679076         -6.39232E+07         -1.28493E+07          1.83068E+06
2018 27943032.641136         -6.39239E+07         -1.28504E+07          1.83077E+06
2018 27943060.603196         -6.39246E+07         -1.28516E+07          1.83086E+06
2018 27943088.565255         -6.39253E+07         -1.28528E+07          1.83096E+06
2018 27943116.527315         -6.39261E+07         -1.28540E+07          1.83105E+06
2018 27943144.489375         -6.39268E+07         -1.28552E+07          1.83114E+06
2018 27943172.451434         -6.39275E+07         -1.28563E+07          1.83124E+06
2018 27943200.413494         -6.39282E+07         -1.28575E+07          1.83133E+06
2018 27943228.375573         -6.39290E+07         -1.28587E+07          1.83142E+06
2018 27943256.337613         -6.39297E+07         -1.28599E+07          1.83152E+06
2018 27943284.299673         -6.39304E+07         -1.28610E+07          1.83161E+06
2018 27943312.261732         -6.39311E+07         -1.28622E+07          1.83170E+06
2018 27943340.223792         -6.39319E+07         -1.28634E+07          1.83179E+06
2018 27943368.185872         -6.39326E+07         -1.28646E+07          1.83189E+06
2018 27943396.147911         -6.39333E+07         -1.28658E+07          1.83198E+06
2018 27943424.109991         -6.39341E+07         -1.28669E+07          1.83207E+06
2018 27943452.072030         -6.39348E+07         -1.28681E+07          1.83217E+06
2018 27943480.034110         -6.39355E+07         -1.28693E+07          1.83226E+06
2018 27943507.996170         -6.39362E+07         -1.28705E+07          1.83235E+06
2018 27943535.958209         -6.39370E+07         -1.28716E+07          1.83244E+06
2018 27943563.920289         -6.39377E+07         -1.28728E+07          1.83254E+06
2018 27943591.882328         -6.39384E+07         -1.28740E+07          1.83263E+06
2018 27943619.844408         -6.39391E+07         -1.28752E+07          1.83272E+06
2018 27943647.806468         -6.39399E+07         -1.28764E+07          1.83282E+06
2018 27943675.768527         -6.39406E+07         -1.28775E+07          1.83291E+06
2018 27943703.730587         -6.39413E+07         -1.28787E+07          1.83300E+06
2018 27943731.692626         -6.39420E+07         -1.28799E+07          1.83309E+06
2018 27943759.654706         -6.39428E+07         -1.28811E+07          1.83319E+06
2018 27943787.616766         -6.39435E+07         -1.28823E+07          1.83328E+06
2018 27943815.578825         -6.39442E+07         -1.28834E+07          1.83337E+06
2018 27943843.540885         -6.39449E+07         -1.28846E+07          1.83347E+06
2018 27943871.502945         -6.39457E+07         -1.28858E+07          1.83356E+06
2018 27943899.465004         -6.39464E+07         -1.28870E+07          1.83365E+06
2018 27943927.427064         -6.39471E+07         -1.28881E+07          1.83374E+06
2018 27943955.389123         -6.39478E+07         -1.28893E+07          1.83384E+06
2018 27943983.351183         -6.39486E+07         -1.28905E+07          1.83393E+06
2018 27944011.313243         -6.39493E+07         -1.28917E+07          1.83402E+06
2018 27944039.275302         -6.39500E+07         -1.28929E+07          1.83412E+06
2018 27944067.237362         -6.39507E+07         -1.28940E+07          1.83421E+06
2018 27944095.199421         -6.39515E+07         -1.28952E+07          1.83430E+06
2018 27944123.161481         -6.39522E+07         -1.28964E+07          1.83439E+06
2018 27944151.123541         -6.39529E+07         -1.28976E+07          1.83449E+06
2018 27944179.085600         -6.39537E+07         -1.28987E+07          1.83458E+06
2018 27944207.047660         -6.39544E+07         -1.28999E+07          1.83467E+06
2018 27944235.009719         -6.39551E+07         -1.29011E+07          1.83477E+06
2018 27944262.971779         -6.39558E+07         -1.29023E+07          1.83486E+06
2018 27944290.933839         -6.39566E+07         -1.29035E+07          1.83495E+06
2018 27944318.895898         -6.39573E+07         -1.29046E+07          1.83504E+06
2018 27944346.857958         -6.39580E+07         -1.29058E+07          1.83514E+06
2018 27944374.820018         -6.39587E+07         -1.29070E+07          1.83523E+06
2018 27944402.782077         -6.39595E+07         -1.29082E+07          1.83532E+06
2018 27944430.744137         -6.39602E+07         -1.29093E+07          1.83542E+06
2018 27944458.706196         -6.39609E+07         -1.29105E+07          1.83551E+06
2018 27944486.668256         -6.39616E+07         -1.29117E+07          1.83560E+06
2018 27944514.630316         -6.39624E+07         -1.29129E+07          1.83569E+06
2018 27944542.592375         -6.39631E+07         -1.29141E+07          1.83579E+06
2018 27944570.554435         -6.39638E+07         -1.29152E+07          1.83588E+06
2018 27944598.516494         -6.39645E+07         -1.29164E+07          1.83597E+06
2018 27944626.478554         -6.39653E+07         -1.29176E+07          1.83606E+06
2018 27944654.440614         -6.39660E+07         -1.29188E+07          1.83616E+06
2018 27944682.402673         -6.39667E+07         -1.29200E+07          1.83625E+06
2018 27944710.364733         -6.39674E+07         -1.29211E+07          1.83634E+06
2018 27944738.326792         -6.39682E+07         -1.29223E+07          1.83644E+06
2018 27944766.288852         -6.39689E+07         -1.29235E+07          1.83653E+06
2018 27944794.250932         -6.39696E+07         -1.29247E+07          1.83662E+06
2018 27944822.212971         -6.39703E+07         -1.29258E+07          1.83671E+06
2018 27944850.175051         -6.39711E+07         -1.29270E+07          1.83681E+06
2018 27944878.137091         -6.39718E+07         -1.29282E+07          1.83690E+06
2018 27944906.099150         -6.39725E+07         -1.29294E+07          1.83699E+06
2018 27944934.061210         -6.39732E+07         -1.29306E+07          1.83709E+06
2018 27944962.023269         -6.39740E+07         -1.29317E+07          1.83718E+06
2018 27944989.985349         -6.39747E+07         -1.29329E+07          1.83727E+06
2018 27945017.947389         -6.39754E+07         -1.29341E+07          1.83736E+06
2018 27945045.909468         -6.39761E+07         -1.29353E+07          1.83746E+06
2018 27945073.871508         -6.39769E+07         -1.29364E+07          1.83755E+06
2018 27945101.833568         -6.39776E+07         -1.29376E+07          1.83764E+06
2018 27945129.795627         -6.39783E+07         -1.29388E+07          1.83774E+06
2018 27945157.757687         -6.39790E+07         -1.29400E+07          1.83783E+06
2018 27945185.719766         -6.39798E+07         -1.29412E+07          1.83792E+06
2018 27945213.681806         -6.39805E+07         -1.29423E+07          1.83801E+06
2018 27945241.643886         -6.39812E+07         -1.29435E+07          1.83811E+06
2018 27945269.605925         -6.39819E+07         -1.29447E+07          1.83820E+06
2018 27945297.568005         -6.39827E+07         -1.29459E+07          1.83829E+06
2018 27945325.530044         -6.39834E+07         -1.29470E+07          1.83839E+06
2018 27945353.492104         -6.39841E+07         -1.29482E+07          1.83848E+06
2018 27945381.454184         -6.39848E+07         -1.29494E+07          1.83857E+06
2018 27945409.416223         -6.39856E+07         -1.29506E+07          1.83866E+06
2018 27945437.378303         -6.39863E+07         -1.29518E+07          1.83876E+06
2018 27945465.340342         -6.39870E+07         -1.29529E+07          1.83885E+06
2018 27945493.302422         -6.39877E+07         -1.29541E+07          1.83894E+06
2018 27945521.264462         -6.39885E+07         -1.29553E+07          1.83904E+06
2018 27945549.226521         -6.39892E+07         -1.29565E+07          1.83913E+06
2018 27945577.188601         -6.39899E+07         -1.29576E+07          1.83922E+06
2018 27945605.150641         -6.39906E+07         -1.29588E+07          1.83931E+06
2018 27945633.112720         -6.39913E+07         -1.29600E+07          1.83941E+06
2018 27945661.074760         -6.39921E+07         -1.29612E+07          1.83950E+06
2018 27945689.036839         -6.39928E+07         -1.29624E+07          1.83959E+06
2018 27945716.998879         -6.39935E+07         -1.29635E+07          1.83969E+06
2018 27945744.960959         -6.39942E+07         -1.29647E+07          1.83978E+06
2018 27945772.923018         -6.39950E+07         -1.29659E+07          1.83987E+06
2018 27945800.885058         -6.39957E+07         -1.29671E+07          1.83996E+06
2018 27945828.847137         -6.39964E+07         -1.29682E+07          1.84006E+06
2018 27945856.809177         -6.39971E+07         -1.29694E+07          1.84015E+06
2018 27945884.771257         -6.39979E+07         -1.29706E+07          1.84024E+06
2018 27945912.733296         -6.39986E+07         -1.29718E+07          1.84033E+06
2018 27945940.695376         -6.39993E+07         -1.29730E+07          1.84043E+06
2018 27945968.657416         -6.40000E+07         -1.29741E+07          1.84052E+06
2018 27945996.619475         -6.40008E+07         -1.29753E+07          1.84061E+06
2018 27946024.581555         -6.40015E+07         -1.29765E+07          1.84071E+06
2018 27946052.543594         -6.40022E+07         -1.29777E+07          1.84080E+06
2018 27946080.505674         -6.40029E+07         -1.29788E+07          1.84089E+06
2018 27946108.467714         -6.40037E+07         -1.29800E+07          1.84098E+06
2018 27946136.429793         -6.40044E+07         -1.29812E+07          1.84108E+06
2018 27946164.391833         -6.40051E+07         -1.29824E+07          1.84117E+06
2018 27946192.353912         -6.40058E+07         -1.29836E+07          1.84126E+06
2018 27946220.315952         -6.40066E+07         -1.29847E+07          1.84136E+06
2018 27946248.278012         -6.40073E+07         -1.29859E+07          1.84145E+06
2018 27946276.240091         -6.40080E+07         -1.29871E+07          1.84154E+06
2018 27946304.202131         -6.40087E+07         -1.29883E+07          1.84163E+06
2018 27946332.164210         -6.40094E+07         -1.29894E+07          1.84173E+06
2018 27946360.126250         -6.40102E+07         -1.29906E+07          1.84182E+06
2018 27946388.088330         -6.40109E+07         -1.29918E+07          1.84191E+06
2018 27946416.050369         -6.40116E+07         -1.29930E+07          1.84201E+06
2018 27946444.012429         -6.40123E+07         -1.29942E+07          1.84210E+06
